"CAEN.Rev.2...activitati.ale.economiei.nationale...sectiuni.si.diviziuni.","Luni","UM..Lei.RON","Valoare"
"16 Prelucrarea lemnului  fabricarea produselor din lemn si pluta  cu exceptia mobilei; fabricarea articolelor din paie si din alte materiale vegetale impletite"," Luna octombrie 2015"," Lei RON",1809
"16 Prelucrarea lemnului  fabricarea produselor din lemn si pluta  cu exceptia mobilei; fabricarea articolelor din paie si din alte materiale vegetale impletite"," Luna noiembrie 2015"," Lei RON",1852
"16 Prelucrarea lemnului  fabricarea produselor din lemn si pluta  cu exceptia mobilei; fabricarea articolelor din paie si din alte materiale vegetale impletite"," Luna decembrie 2015"," Lei RON",1965
"16 Prelucrarea lemnului  fabricarea produselor din lemn si pluta  cu exceptia mobilei; fabricarea articolelor din paie si din alte materiale vegetale impletite"," Luna ianuarie 2016"," Lei RON",1754
"16 Prelucrarea lemnului  fabricarea produselor din lemn si pluta  cu exceptia mobilei; fabricarea articolelor din paie si din alte materiale vegetale impletite"," Luna februarie 2016"," Lei RON",1850
"16 Prelucrarea lemnului  fabricarea produselor din lemn si pluta  cu exceptia mobilei; fabricarea articolelor din paie si din alte materiale vegetale impletite"," Luna martie 2016"," Lei RON",1810
"16 Prelucrarea lemnului  fabricarea produselor din lemn si pluta  cu exceptia mobilei; fabricarea articolelor din paie si din alte materiale vegetale impletite"," Luna aprilie 2016"," Lei RON",1810
"16 Prelucrarea lemnului  fabricarea produselor din lemn si pluta  cu exceptia mobilei; fabricarea articolelor din paie si din alte materiale vegetale impletite"," Luna mai 2016"," Lei RON",1935
"16 Prelucrarea lemnului  fabricarea produselor din lemn si pluta  cu exceptia mobilei; fabricarea articolelor din paie si din alte materiale vegetale impletite"," Luna iunie 2016"," Lei RON",1937
"16 Prelucrarea lemnului  fabricarea produselor din lemn si pluta  cu exceptia mobilei; fabricarea articolelor din paie si din alte materiale vegetale impletite"," Luna iulie 2016"," Lei RON",1960
"16 Prelucrarea lemnului  fabricarea produselor din lemn si pluta  cu exceptia mobilei; fabricarea articolelor din paie si din alte materiale vegetale impletite"," Luna august 2016"," Lei RON",1928
"17 Fabricarea hartiei si a produselor din hartie"," Luna ianuarie 2000"," Lei RON",199
"17 Fabricarea hartiei si a produselor din hartie"," Luna februarie 2000"," Lei RON",203
"17 Fabricarea hartiei si a produselor din hartie"," Luna martie 2000"," Lei RON",221
"17 Fabricarea hartiei si a produselor din hartie"," Luna aprilie 2000"," Lei RON",251
"17 Fabricarea hartiei si a produselor din hartie"," Luna mai 2000"," Lei RON",230
"17 Fabricarea hartiei si a produselor din hartie"," Luna iunie 2000"," Lei RON",244
"17 Fabricarea hartiei si a produselor din hartie"," Luna iulie 2000"," Lei RON",268
"17 Fabricarea hartiei si a produselor din hartie"," Luna august 2000"," Lei RON",274
"17 Fabricarea hartiei si a produselor din hartie"," Luna septembrie 2000"," Lei RON",273
"17 Fabricarea hartiei si a produselor din hartie"," Luna octombrie 2000"," Lei RON",284
"17 Fabricarea hartiei si a produselor din hartie"," Luna noiembrie 2000"," Lei RON",289
"17 Fabricarea hartiei si a produselor din hartie"," Luna decembrie 2000"," Lei RON",368
"17 Fabricarea hartiei si a produselor din hartie"," Luna ianuarie 2001"," Lei RON",302
"17 Fabricarea hartiei si a produselor din hartie"," Luna februarie 2001"," Lei RON",315
"17 Fabricarea hartiei si a produselor din hartie"," Luna martie 2001"," Lei RON",355
"17 Fabricarea hartiei si a produselor din hartie"," Luna aprilie 2001"," Lei RON",433
"17 Fabricarea hartiei si a produselor din hartie"," Luna mai 2001"," Lei RON",395
"17 Fabricarea hartiei si a produselor din hartie"," Luna iunie 2001"," Lei RON",403
"17 Fabricarea hartiei si a produselor din hartie"," Luna iulie 2001"," Lei RON",420
"17 Fabricarea hartiei si a produselor din hartie"," Luna august 2001"," Lei RON",473
"17 Fabricarea hartiei si a produselor din hartie"," Luna septembrie 2001"," Lei RON",423
"17 Fabricarea hartiei si a produselor din hartie"," Luna octombrie 2001"," Lei RON",461
"17 Fabricarea hartiei si a produselor din hartie"," Luna noiembrie 2001"," Lei RON",451
"17 Fabricarea hartiei si a produselor din hartie"," Luna decembrie 2001"," Lei RON",618
"17 Fabricarea hartiei si a produselor din hartie"," Luna ianuarie 2002"," Lei RON",412
"17 Fabricarea hartiei si a produselor din hartie"," Luna februarie 2002"," Lei RON",412
"17 Fabricarea hartiei si a produselor din hartie"," Luna martie 2002"," Lei RON",425
"17 Fabricarea hartiei si a produselor din hartie"," Luna aprilie 2002"," Lei RON",460
"17 Fabricarea hartiei si a produselor din hartie"," Luna mai 2002"," Lei RON",454
"17 Fabricarea hartiei si a produselor din hartie"," Luna iunie 2002"," Lei RON",459
"17 Fabricarea hartiei si a produselor din hartie"," Luna iulie 2002"," Lei RON",507
"17 Fabricarea hartiei si a produselor din hartie"," Luna august 2002"," Lei RON",506
"17 Fabricarea hartiei si a produselor din hartie"," Luna septembrie 2002"," Lei RON",505
"17 Fabricarea hartiei si a produselor din hartie"," Luna octombrie 2002"," Lei RON",515
"17 Fabricarea hartiei si a produselor din hartie"," Luna noiembrie 2002"," Lei RON",520
"17 Fabricarea hartiei si a produselor din hartie"," Luna decembrie 2002"," Lei RON",615
"17 Fabricarea hartiei si a produselor din hartie"," Luna ianuarie 2003"," Lei RON",493
"17 Fabricarea hartiei si a produselor din hartie"," Luna februarie 2003"," Lei RON",487
"17 Fabricarea hartiei si a produselor din hartie"," Luna martie 2003"," Lei RON",517
"17 Fabricarea hartiei si a produselor din hartie"," Luna aprilie 2003"," Lei RON",585
"17 Fabricarea hartiei si a produselor din hartie"," Luna mai 2003"," Lei RON",570
"17 Fabricarea hartiei si a produselor din hartie"," Luna iunie 2003"," Lei RON",534
"17 Fabricarea hartiei si a produselor din hartie"," Luna iulie 2003"," Lei RON",574
"17 Fabricarea hartiei si a produselor din hartie"," Luna august 2003"," Lei RON",574
"17 Fabricarea hartiei si a produselor din hartie"," Luna septembrie 2003"," Lei RON",559
"17 Fabricarea hartiei si a produselor din hartie"," Luna octombrie 2003"," Lei RON",575
"17 Fabricarea hartiei si a produselor din hartie"," Luna noiembrie 2003"," Lei RON",559
"17 Fabricarea hartiei si a produselor din hartie"," Luna decembrie 2003"," Lei RON",682
"17 Fabricarea hartiei si a produselor din hartie"," Luna ianuarie 2004"," Lei RON",672
"17 Fabricarea hartiei si a produselor din hartie"," Luna februarie 2004"," Lei RON",664
"17 Fabricarea hartiei si a produselor din hartie"," Luna martie 2004"," Lei RON",736
"17 Fabricarea hartiei si a produselor din hartie"," Luna aprilie 2004"," Lei RON",720
"17 Fabricarea hartiei si a produselor din hartie"," Luna mai 2004"," Lei RON",692
"17 Fabricarea hartiei si a produselor din hartie"," Luna iunie 2004"," Lei RON",690
"17 Fabricarea hartiei si a produselor din hartie"," Luna iulie 2004"," Lei RON",722
"17 Fabricarea hartiei si a produselor din hartie"," Luna august 2004"," Lei RON",751
"17 Fabricarea hartiei si a produselor din hartie"," Luna septembrie 2004"," Lei RON",719
"17 Fabricarea hartiei si a produselor din hartie"," Luna octombrie 2004"," Lei RON",735
"17 Fabricarea hartiei si a produselor din hartie"," Luna noiembrie 2004"," Lei RON",758
"17 Fabricarea hartiei si a produselor din hartie"," Luna decembrie 2004"," Lei RON",912
"17 Fabricarea hartiei si a produselor din hartie"," Luna ianuarie 2005"," Lei RON",774
"17 Fabricarea hartiei si a produselor din hartie"," Luna februarie 2005"," Lei RON",776
"17 Fabricarea hartiei si a produselor din hartie"," Luna martie 2005"," Lei RON",813
"17 Fabricarea hartiei si a produselor din hartie"," Luna aprilie 2005"," Lei RON",888
"17 Fabricarea hartiei si a produselor din hartie"," Luna mai 2005"," Lei RON",797
"17 Fabricarea hartiei si a produselor din hartie"," Luna iunie 2005"," Lei RON",830
"17 Fabricarea hartiei si a produselor din hartie"," Luna iulie 2005"," Lei RON",818
"17 Fabricarea hartiei si a produselor din hartie"," Luna august 2005"," Lei RON",863
"17 Fabricarea hartiei si a produselor din hartie"," Luna septembrie 2005"," Lei RON",878
"17 Fabricarea hartiei si a produselor din hartie"," Luna octombrie 2005"," Lei RON",874
"17 Fabricarea hartiei si a produselor din hartie"," Luna noiembrie 2005"," Lei RON",908
"17 Fabricarea hartiei si a produselor din hartie"," Luna decembrie 2005"," Lei RON",1035
"17 Fabricarea hartiei si a produselor din hartie"," Luna ianuarie 2006"," Lei RON",831
"17 Fabricarea hartiei si a produselor din hartie"," Luna februarie 2006"," Lei RON",825
"17 Fabricarea hartiei si a produselor din hartie"," Luna martie 2006"," Lei RON",886
"17 Fabricarea hartiei si a produselor din hartie"," Luna aprilie 2006"," Lei RON",926
"17 Fabricarea hartiei si a produselor din hartie"," Luna mai 2006"," Lei RON",909
"17 Fabricarea hartiei si a produselor din hartie"," Luna iunie 2006"," Lei RON",926
"17 Fabricarea hartiei si a produselor din hartie"," Luna iulie 2006"," Lei RON",939
"17 Fabricarea hartiei si a produselor din hartie"," Luna august 2006"," Lei RON",947
"17 Fabricarea hartiei si a produselor din hartie"," Luna septembrie 2006"," Lei RON",930
"17 Fabricarea hartiei si a produselor din hartie"," Luna octombrie 2006"," Lei RON",958
"17 Fabricarea hartiei si a produselor din hartie"," Luna noiembrie 2006"," Lei RON",1006
"17 Fabricarea hartiei si a produselor din hartie"," Luna decembrie 2006"," Lei RON",1086
"17 Fabricarea hartiei si a produselor din hartie"," Luna ianuarie 2007"," Lei RON",1046
"17 Fabricarea hartiei si a produselor din hartie"," Luna februarie 2007"," Lei RON",1138
"17 Fabricarea hartiei si a produselor din hartie"," Luna martie 2007"," Lei RON",1252
"17 Fabricarea hartiei si a produselor din hartie"," Luna aprilie 2007"," Lei RON",1272
"17 Fabricarea hartiei si a produselor din hartie"," Luna mai 2007"," Lei RON",1116
"17 Fabricarea hartiei si a produselor din hartie"," Luna iunie 2007"," Lei RON",1108
"17 Fabricarea hartiei si a produselor din hartie"," Luna iulie 2007"," Lei RON",1144
"17 Fabricarea hartiei si a produselor din hartie"," Luna august 2007"," Lei RON",1180
"17 Fabricarea hartiei si a produselor din hartie"," Luna septembrie 2007"," Lei RON",1151
"17 Fabricarea hartiei si a produselor din hartie"," Luna octombrie 2007"," Lei RON",1229
"17 Fabricarea hartiei si a produselor din hartie"," Luna noiembrie 2007"," Lei RON",1227
"17 Fabricarea hartiei si a produselor din hartie"," Luna decembrie 2007"," Lei RON",1356
"17 Fabricarea hartiei si a produselor din hartie"," Luna ianuarie 2008"," Lei RON",1264
"17 Fabricarea hartiei si a produselor din hartie"," Luna februarie 2008"," Lei RON",1254
"17 Fabricarea hartiei si a produselor din hartie"," Luna martie 2008"," Lei RON",1370
"17 Fabricarea hartiei si a produselor din hartie"," Luna aprilie 2008"," Lei RON",1432
"17 Fabricarea hartiei si a produselor din hartie"," Luna mai 2008"," Lei RON",1347
"17 Fabricarea hartiei si a produselor din hartie"," Luna iunie 2008"," Lei RON",1368
"17 Fabricarea hartiei si a produselor din hartie"," Luna iulie 2008"," Lei RON",1426
"17 Fabricarea hartiei si a produselor din hartie"," Luna august 2008"," Lei RON",1400
"17 Fabricarea hartiei si a produselor din hartie"," Luna septembrie 2008"," Lei RON",1427
"17 Fabricarea hartiei si a produselor din hartie"," Luna octombrie 2008"," Lei RON",1457
"17 Fabricarea hartiei si a produselor din hartie"," Luna noiembrie 2008"," Lei RON",1459
"17 Fabricarea hartiei si a produselor din hartie"," Luna decembrie 2008"," Lei RON",1625
"17 Fabricarea hartiei si a produselor din hartie"," Luna ianuarie 2009"," Lei RON",1430
"17 Fabricarea hartiei si a produselor din hartie"," Luna februarie 2009"," Lei RON",1450
"17 Fabricarea hartiei si a produselor din hartie"," Luna martie 2009"," Lei RON",1519
"17 Fabricarea hartiei si a produselor din hartie"," Luna aprilie 2009"," Lei RON",1528
"17 Fabricarea hartiei si a produselor din hartie"," Luna mai 2009"," Lei RON",1466
"17 Fabricarea hartiei si a produselor din hartie"," Luna iunie 2009"," Lei RON",1509
"17 Fabricarea hartiei si a produselor din hartie"," Luna iulie 2009"," Lei RON",1531
"17 Fabricarea hartiei si a produselor din hartie"," Luna august 2009"," Lei RON",1549
"17 Fabricarea hartiei si a produselor din hartie"," Luna septembrie 2009"," Lei RON",1538
"17 Fabricarea hartiei si a produselor din hartie"," Luna octombrie 2009"," Lei RON",1593
"17 Fabricarea hartiei si a produselor din hartie"," Luna noiembrie 2009"," Lei RON",1560
"17 Fabricarea hartiei si a produselor din hartie"," Luna decembrie 2009"," Lei RON",1741
"17 Fabricarea hartiei si a produselor din hartie"," Luna ianuarie 2010"," Lei RON",1553
"17 Fabricarea hartiei si a produselor din hartie"," Luna februarie 2010"," Lei RON",1546
"17 Fabricarea hartiei si a produselor din hartie"," Luna martie 2010"," Lei RON",1685
"17 Fabricarea hartiei si a produselor din hartie"," Luna aprilie 2010"," Lei RON",1668
"17 Fabricarea hartiei si a produselor din hartie"," Luna mai 2010"," Lei RON",1680
"17 Fabricarea hartiei si a produselor din hartie"," Luna iunie 2010"," Lei RON",1683
"17 Fabricarea hartiei si a produselor din hartie"," Luna iulie 2010"," Lei RON",1714
"17 Fabricarea hartiei si a produselor din hartie"," Luna august 2010"," Lei RON",1748
"17 Fabricarea hartiei si a produselor din hartie"," Luna septembrie 2010"," Lei RON",1733
"17 Fabricarea hartiei si a produselor din hartie"," Luna octombrie 2010"," Lei RON",1743
"17 Fabricarea hartiei si a produselor din hartie"," Luna noiembrie 2010"," Lei RON",1824
"17 Fabricarea hartiei si a produselor din hartie"," Luna decembrie 2010"," Lei RON",1957
"17 Fabricarea hartiei si a produselor din hartie"," Luna ianuarie 2011"," Lei RON",1688
"17 Fabricarea hartiei si a produselor din hartie"," Luna februarie 2011"," Lei RON",1709
"17 Fabricarea hartiei si a produselor din hartie"," Luna martie 2011"," Lei RON",1831
"17 Fabricarea hartiei si a produselor din hartie"," Luna aprilie 2011"," Lei RON",1862
"17 Fabricarea hartiei si a produselor din hartie"," Luna mai 2011"," Lei RON",1824
"17 Fabricarea hartiei si a produselor din hartie"," Luna iunie 2011"," Lei RON",1824
"17 Fabricarea hartiei si a produselor din hartie"," Luna iulie 2011"," Lei RON",1790
"17 Fabricarea hartiei si a produselor din hartie"," Luna august 2011"," Lei RON",1861
"17 Fabricarea hartiei si a produselor din hartie"," Luna septembrie 2011"," Lei RON",1897
"17 Fabricarea hartiei si a produselor din hartie"," Luna octombrie 2011"," Lei RON",1872
